hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",81,0.28778758791422526,0.05384851680995688,0.0980783434186231,0.6844600791076937,0.6385484059053745
"(64,)",96,0.1372712064603478,0.07832397659072333,0.04391336724349449,0.06055854081634922,0.7012094839813114
"(64,)",113,0.07299669218140001,0.034036140491799406,0.053201982246799666,0.5317639319226724,0.6931344617963382
"(64, 32)",112,0.19683391071693696,0.07922371125878305,0.03583711898902129,0.41737552812928697,0.6658413982980145
"(64, 32)",91,0.09380515007291447,0.09903962292133339,0.0766229954242802,0.776450430012001,0.697598547737512
"(64,)",116,0.3653151677318105,0.08257713787030767,0.0867647294543996,0.1079885328445093,0.6872370748828178
"(64, 32)",114,0.05395386839373752,0.06006336385865711,0.08005266529171447,0.03110039366578013,0.6684226057294116
"(64, 32)",125,0.05802247892186779,0.06936828841912362,0.08188926529390518,0.6852303424591878,0.6771882063164602
"(64, 32)",97,0.19306330252832662,0.02658033315992852,0.09687626144193108,0.7189877510934017,0.6358475513098615
"(64,)",106,0.2900243896050042,0.05785162263793356,0.09850173314380375,0.47750482022739144,0.6737364519970268
"(64,)",106,0.056330288380725256,0.0610063864781934,0.09998288362090763,0.0023832335158477983,0.6906041660346163
"(64,)",126,0.2723247691095397,0.09626936619039389,0.07981556223770815,0.4805839319496487,0.6785267945178466
"(64, 32)",77,0.07408630870029952,0.08727521532805058,0.06712902315681267,0.6049394400433031,0.6612546550521062
"(64, 32)",79,0.10325401790122732,0.09932573191724077,0.0340529290570855,0.36238543228387926,0.6724193851159688
"(64,)",100,0.003731253334110685,0.09537573061744982,0.05949156528516037,0.3267303467455424,0.6993162951473689
"(64, 32)",94,0.15528692816571532,0.09228215246269417,0.006183719685686816,0.6957899162909651,0.7089993960757247
"(64, 32)",95,0.1742620044476009,0.09848270369681254,0.04707651075433214,0.7395583165109817,0.6701900323104228
"(64,)",125,0.013965821491977119,0.044667614002406736,0.09756931663609589,0.13424287483667072,0.6897765906815527
"(64, 32)",90,0.18293181993761504,0.0907810622231284,0.0007597514510501555,0.8598374589790507,0.6958237498672692
"(64, 32)",92,0.16293323742151972,0.08115936888736014,0.03398756662006484,0.9547392139222274,0.7016907035480788
"(64, 32)",96,0.15761152483117108,0.07024658318947516,0.012208916395094036,0.7959701394915721,0.7037620832258848
"(64, 32)",90,0.3579419284195546,0.023555056295135622,0.011174661862791818,0.8764572614786089,0.6871069514812737
"(64, 32)",82,0.15986412610350345,0.03683721600272377,0.011978013762388138,0.9289020625809687,0.6838620910001061
"(64, 32)",104,0.33026146366465736,0.06698202967506373,0.013970812966490902,0.7878539070037849,0.6781256399511552
"(64, 32)",96,0.13547811449763622,0.03583234384895331,0.0050304633808354714,0.5895664761936068,0.7045939012180877
"(64, 32)",65,0.14357893346582037,0.0785834450377143,0.002840911014947762,0.02279108724504815,0.7066185881634635
"(64, 32)",80,0.28282174869850135,0.06499089713923939,0.0017361116990567054,0.34575386940388336,0.7055973920331295
"(64, 32)",114,0.10005626024769605,0.09308516932734284,0.006478755621203926,0.2777574916147178,0.6909795803437343
"(64, 32)",64,0.13349456260472115,0.05942366313321082,0.017012135417700552,0.024417135499915126,0.7043569296755305
"(64, 32)",72,0.18949349693401843,0.04166188288380418,0.027316055186404047,0.028926328546828785,0.6890799919982404
"(64, 32)",124,0.2843362484080156,0.0249201631392463,0.0005382508693176718,0.6908345076394504,0.7029575224125115
"(64, 32)",84,0.1544094643959595,0.05048768981499312,0.021144985060079554,0.5730472482371305,0.6972849242677062
"(64, 32)",113,0.3699019195683024,0.0222928323325956,0.0034127681294381083,0.5092637094608756,0.6995318875809656
"(64, 32)",96,0.2314268678197826,0.07776365636078161,0.022867063823153337,0.6726720047599036,0.6946921503117274
"(64, 32)",80,0.19812045865867622,0.05593396845776627,0.04541557818053998,0.04223215677155509,0.6868979481743852
"(64,)",68,0.04912601037639438,0.036377895401122864,0.09972959937131677,0.7345953064441003,0.6636198197139087
"(64, 32)",76,0.34922406995924393,0.09968738536754494,0.008115505768015126,0.392425591391986,0.6987253832122324
"(64,)",82,0.12212802905221361,0.03194910121189639,0.0558359404129337,0.848930901824813,0.6654929804468851
"(64, 32)",95,0.20033632057254294,0.093440171258991,0.07703867574857488,0.7588856938082981,0.6484835053774859
"(64, 32)",108,0.12359217747915922,0.08302604615950632,0.005570764089952363,0.7394957392293977,0.6770591969039637
"(64,)",96,0.10163603890424289,0.08640515591445189,0.0058835492217193105,0.7130853901894507,0.6968440927293964
"(64, 32)",96,0.3205097874187828,0.08242632233034011,0.04530937979872932,0.8383115597383028,0.7275347754198079
"(64, 32)",91,0.31467285790588645,0.0757035012573669,0.04808141796862391,0.9405005492662165,0.7253210421628262
"(64, 32)",92,0.3570712068938816,0.08266720256056086,0.0463516522747595,0.844412472201929,0.6805512444442758
"(64, 32)",82,0.3263833967549374,0.06711418062116078,0.04663615643668017,0.9213327738793047,0.7222619571318054
"(64, 32)",93,0.32044001561546764,0.0769848079784987,0.05350538496403175,0.8396107185390032,0.680835714583681
"(64, 32)",76,0.3143833823370139,0.08766740655868248,0.05165388374493799,0.9592149540584974,0.7471354601201401
"(64, 32)",91,0.32405944768116113,0.07867994593371136,0.059154046090788226,0.9983452703582865,0.7515032452634135
"(64, 32)",78,0.3070584695388802,0.08427453584475021,0.06834234146790244,0.966686359914461,0.7470063084962759
"(64, 32)",77,0.3316866046178437,0.09215728112820389,0.07962560038546322,0.9737302621029174,0.7522100357614185
"(64, 32)",69,0.26623216816670925,0.0896115601485647,0.08747644228283893,0.9793575158267341,0.7466784164859003
"(64, 32)",77,0.2530544874668804,0.09750970726782908,0.09259881428784718,0.9970052002992539,0.7532564033038545
"(64, 32)",94,0.28113359295247914,0.08887220665194247,0.09667115773603775,0.9841369105489987,0.7447703191602324
"(64, 32)",75,0.2865455460620175,0.06167598269990858,0.09050478773705675,0.9794901539004239,0.7512091521547867
"(64, 32)",72,0.24308741941388995,0.04106294130221763,0.09485837512601579,0.98831412203897,0.7505212520668052
"(64, 32)",78,0.22007756550288984,0.023725843176592456,0.07218679781954483,0.9865514209521538,0.749583439201796
"(64, 32)",68,0.19975851510093282,0.07606861888697215,0.09992077790774714,0.9929797947644327,0.750600345289201
"(64, 32)",66,0.15174079055866876,0.021547050652788224,0.07482008217560512,0.9790266649809849,0.7547450482001729
"(64, 32)",73,0.07874081010395033,0.07486716787871354,0.07384817288330793,0.9874023614065134,0.7503848713650775
"(64, 32)",82,0.21688966771164986,0.04318182664937707,0.0733035086681229,0.9743665941847435,0.7328007201583665
"(64, 32)",97,0.3941631621665999,0.031523010840288405,0.09949378221568346,0.9867210330200147,0.7479195187946542
"(64,)",70,0.1537875291298967,0.023463603834593602,0.09627729450577076,0.9939750913250115,0.7522608526235153
"(64, 32)",91,0.042935714681229975,0.030807057584381615,0.08810697520429375,0.9817407127535436,0.754120432170866
"(64, 32)",101,0.0484980696667432,0.021938671307729782,0.0822942000730938,0.9820809321909307,0.7473878141923153
"(64, 32)",72,0.2181060819218254,0.03108599547366675,0.09157588288820243,0.9185547168079513,0.7528982913778196
"(64, 32)",73,0.20893505102500157,0.057143891054294044,0.09320582683615798,0.8867851417189163,0.7392085984785279
"(64, 32)",70,0.05772225546331581,0.034762050507071277,0.08586624840114065,0.8747136237553413,0.7335635182333935
"(64, 32)",121,0.033138531504098005,0.05999820982686928,0.09733009374032277,0.9927374191895388,0.7548411830848112
"(64,)",81,0.10671863707069475,0.05969038624503066,0.09892509555034179,0.9951482041286599,0.7514015167316415
"(64, 32)",79,0.26379045383744487,0.03153084037946466,0.09547855458434559,0.8868240162575602,0.684598816991035
"(64, 32)",113,0.14103785484666453,0.09006463260002738,0.07871950929431575,0.9932969100179166,0.7503010614656495
"(64, 32)",105,0.11918620462231766,0.09498813888139676,0.07998110532599297,0.962440245320905,0.7488332742366093
"(64, 32)",105,0.03589225123283116,0.09478758514124522,0.09492195683233977,0.9266615254752073,0.7441531692277356
"(64,)",84,0.007470088632253359,0.02125419772356394,0.09395766411062348,0.9646624149815172,0.7322109459141726
"(64,)",80,0.10556548992418999,0.07027120661324099,0.059255424859454106,0.9883371790050866,0.7316462956782914
"(64, 32)",114,0.31521187504409043,0.04431648146688613,0.0998319244613978,0.9119175923182473,0.6977853186672329
"(64, 32)",70,0.3061128858257371,0.05563566442302047,0.08671728510940209,0.8533663795659785,0.7124629065348967
"(64, 32)",83,0.17418728772575073,0.09874145843762713,0.07813433919328243,0.9123405875795094,0.7432368539811599
"(64, 32)",119,0.2017457161492923,0.08894646483620144,0.09721911946783492,0.9112871987679811,0.7445605573927159
"(64, 32)",71,0.04666299212642572,0.02401072399154721,0.05853481050321328,0.9929177423281593,0.7485566020205392
