hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,max_epochs,precision
"(64, 32)",74,0.02687286939269767,0.006078023431308456,0.0069874780464948515,0.9200858856569382,308,0.6919720767888307
"(64,)",100,0.012420026113025088,0.0013383606289174546,0.06678037798044123,0.2254288657345868,530,0.7329842931937173
"(64,)",95,0.14067096567524928,0.0008527667262525446,0.09280998500155119,0.512255396362297,298,0.7303664921465969
"(64, 32)",146,0.3903932122666245,7.412967012739526e-05,0.025443583591335125,0.7671880078827069,654,0.7591623036649214
"(64,)",132,0.36906513950541214,0.0009675357755665668,0.03960004296403784,0.42495437392852864,678,0.7356020942408377
"(64,)",136,0.3047594407562389,0.007005897776729606,0.0006715720004453913,0.6794561388187343,692,0.6954624781849913
"(64, 32)",130,0.3766794976818161,0.0020858190673053293,0.04414919349679992,0.5493196439279797,690,0.6945898778359512
"(64,)",107,0.2729260852893458,0.004101666995541786,0.04219957639981776,0.43140394880172445,161,0.7356020942408377
"(64, 32)",143,0.38292395820211494,0.003900193834951537,0.07213485683219747,0.6766944337152446,700,0.7713787085514834
"(64,)",82,0.05971939971858108,0.0029349262105233067,0.08347386973125336,0.4609592450292787,688,0.7356020942408377
"(64,)",97,0.2984786395720493,0.005321526372595489,0.048109887319226746,0.6088469302465693,698,0.7452006980802792
"(64, 32)",128,0.37579351114926973,0.0049039544439994694,0.027275824090112814,0.8126884930726842,156,-1.0
"(64, 32)",141,0.17418291923183105,0.00701,0.09575463994245348,0.999,436,0.6657940663176265
"(64,)",138,0.24193344388517454,1e-06,0.019247274759456597,0.999,417,0.3403141361256544
"(64, 32)",117,0.0,1e-06,0.0001,0.999,667,0.4450261780104712
"(64, 32)",64,0.4,1e-06,0.0001,0.5674039538531206,396,0.2844677137870855
"(64,)",64,0.0,1.000000000000172e-06,0.1,0.001,150,-1.0
"(64,)",64,0.19134891997289738,1e-06,0.1,0.001,700,-1.0
"(64, 32)",80,0.18136712867377355,1e-06,0.09099258630849177,0.7398832568822858,686,0.40401396160558467
"(64, 32)",103,0.11852374622925875,0.0013917216577922387,0.09383894655541644,0.6432816494715023,360,0.7739965095986039
"(64, 32)",142,0.35618494236615955,0.00701,0.038388594961451854,0.9570520569796622,398,0.7015706806282722
"(64, 32)",135,0.3936547465473295,0.006725990513038017,0.0797182951694331,0.294724603016722,568,0.7068062827225131
"(64, 32)",150,0.27406412645017336,0.0005463397711315046,0.07417421341916873,0.7030330857189964,403,-1.0
"(64, 32)",126,0.1524072265102,0.001214107812356817,0.06970275907459988,0.8759548332946966,436,0.768760907504363
"(64, 32)",150,0.4,0.006999567349969673,0.0001,0.07486194144635068,290,-1.0
"(64,)",85,0.3455705057340303,0.00701,0.0008136566776558505,0.6623966530505233,458,0.693717277486911
"(64, 32)",107,0.05604899621459052,0.001366886262723333,0.06117221273639505,0.9007542416226851,158,-1.0
"(64, 32)",101,0.021356613273339244,0.0014026595639453892,0.050729683105001006,0.4662773769241183,169,-1.0
"(64, 32)",109,0.3276181461976634,0.00701,0.01679221210097091,0.9725395732092278,391,0.6675392670157068
"(64, 32)",131,0.2964479650518856,0.001170808986763242,0.0001216006484118474,0.8796930095746031,261,0.7574171029668412
